"Points_m_XYZ:0","Points_m_XYZ:1","Points_m_XYZ:2","X","Y","Z","intensity","laser_id","azimuth","distance_m","adjustedtime","timestamp","vertical_angle"
0.04781011864542961,2.191106796264648,-0.1917426288127899,0.04781012018400366,2.191106787607016,-0.191742634044848,13.0,10.0,125.0,2.2,209475784.0,209475784.0,-5.0
0.08149551600217819,3.676050662994385,-0.1927009969949722,0.0814955163359301,3.676050708155219,-0.1927009908865192,10.0,12.0,127.0,3.682,209475789.0,209475789.0,-3.0
0.2702480554580689,12.00112915039063,-0.2095335870981216,0.2702480534268213,12.00112901620403,-0.2095335916860258,2.0,14.0,129.0,12.006,209475793.0,209475793.0,-1.0
0.01852382346987724,0.78024822473526,-0.2091257870197296,0.01852382341806944,0.7802482121569637,-0.2091257884428368,32.0,0.0,136.0,0.808,209475817.0,209475817.0,-15.0
0.02135402709245682,0.8864195942878723,-0.2047054618597031,0.0213540270396457,0.8864195848464542,-0.2047054594529172,16.0,2.0,138.0,0.91,209475821.0,209475821.0,-13.0
0.0251931119710207,1.038255929946899,-0.2018759101629257,0.02519311159483717,1.038255951690054,-0.2018759171083844,13.0,4.0,139.0,1.058,209475826.0,209475826.0,-11.0
0.03076849691569805,1.250034809112549,-0.1980460286140442,0.03076849661331414,1.250034826927528,-0.1980460327409323,13.0,6.0,141.0,1.266,209475830.0,209475830.0,-9.0
0.04012675583362579,1.607424020767212,-0.1974283307790756,0.04012675502764728,1.607423993708665,-0.1974283363163389,14.0,8.0,143.0,1.62,209475835.0,209475835.0,-7.0
0.05507582798600197,2.190936088562012,-0.1917426288127899,0.05507582925502313,2.190936196086371,-0.191742634044848,13.0,10.0,144.0,2.2,209475840.0,209475840.0,-5.0
0.09358351677656174,3.671766996383667,-0.1924916505813599,0.09358351516065784,3.671767025765892,-0.1924916470615474,10.0,12.0,146.0,3.678,209475844.0,209475844.0,-3.0
0.3079778254032135,11.92020606994629,-0.2081373929977417,0.3079778201361566,11.92020572328223,-0.2081373991710432,2.0,14.0,148.0,11.926,209475849.0,209475849.0,-1.0
0.02156283892691135,0.7917656302452087,-0.2122316211462021,0.02156283882955879,0.791765612245151,-0.212231616984067,30.0,0.0,156.0,0.8200000000000001,209475872.0,209475872.0,-15.0
0.02423315122723579,0.8785476684570312,-0.2029058486223221,0.02423315055734333,0.878547648131084,-0.2029058510181662,17.0,2.0,158.0,0.902,209475876.0,209475876.0,-13.0
0.02876267209649086,1.03619921207428,-0.2014943063259125,0.02876267295752212,1.036199187447777,-0.2014942991176313,11.0,4.0,159.0,1.056,209475881.0,209475881.0,-11.0
0.03529824689030647,1.255843639373779,-0.1989846378564835,0.03529824615992877,1.255843599756229,-0.1989846395311737,11.0,6.0,161.0,1.272,209475886.0,209475886.0,-9.0
0.0455680675804615,1.601321220397949,-0.1966971158981323,0.04556806937281938,1.601321265061033,-0.1966971202559081,16.0,8.0,163.0,1.614,209475890.0,209475890.0,-7.0
0.06289435178041458,2.196705341339111,-0.1922655701637268,0.06289435176116058,2.196705317443695,-0.1922655685013339,14.0,10.0,164.0,2.206,209475895.0,209475895.0,-5.0
0.1063419431447983,3.669421672821045,-0.1923869699239731,0.1063419463581507,3.669421567800265,-0.1923869751490615,11.0,12.0,166.0,3.676,209475899.0,209475899.0,-3.0
0.353337287902832,12.04698371887207,-0.2103713005781174,0.3533372735149261,12.04698355125689,-0.2103713071950155,2.0,14.0,168.0,12.054,209475904.0,209475904.0,-1.0
0.02432648465037346,0.7916855216026306,-0.2122316211462021,0.02432648521627465,0.7916855201842148,-0.212231616984067,20.0,0.0,176.0,0.8200000000000001,209475927.0,209475927.0,-15.0
0.02754183299839497,0.8862488865852356,-0.2047054618597031,0.02754183251209388,0.8862489054052738,-0.2047054594529172,16.0,2.0,178.0,0.91,209475932.0,209475932.0,-13.0
0.03237950801849365,1.036092519760132,-0.2014943063259125,0.03237950788559386,1.036092474102665,-0.2014942991176313,11.0,4.0,179.0,1.056,209475936.0,209475936.0,-11.0
0.03980652987957001,1.259661555290222,-0.1996103823184967,0.03980652870616817,1.25966151703942,-0.1996103773913346,12.0,6.0,181.0,1.276,209475941.0,209475941.0,-9.0
0.05128423124551773,1.605120658874512,-0.1971845924854279,0.05128423034968774,1.605120606738049,-0.1971845976295286,15.0,8.0,183.0,1.618,209475945.0,209475945.0,-7.0
0.07081779092550278,2.204437732696533,-0.1929628103971481,0.0708177919596001,2.20443784048997,-0.1929628144433152,14.0,10.0,184.0,2.214,209475950.0,209475950.0,-5.0
0.1188906654715538,3.661043167114258,-0.1919682919979096,0.1188906665495815,3.661043182755709,-0.191968287499118,12.0,12.0,186.0,3.668,209475955.0,209475955.0,-3.0
0.3938124775886536,11.99771022796631,-0.2095335870981216,0.3938124783635991,11.99770992339123,-0.2095335916860258,2.0,14.0,188.0,12.006,209475959.0,209475959.0,-1.0
0.02629696205258369,0.7684271335601807,-0.2060199528932571,0.02629696196730038,0.7684271246601274,-0.2060199599016065,22.0,0.0,196.0,0.796,209475982.0,209475982.0,-15.0
0.03063525073230267,0.8861473798751831,-0.2047054618597031,0.03063525071371854,0.886147367137023,-0.2047054594529172,16.0,2.0,198.0,0.91,209475987.0,209475987.0,-13.0
0.0358595997095108,1.032048940658569,-0.2007310688495636,0.03585959999064255,1.032048995629932,-0.2007310631361252,9.0,4.0,199.0,1.052,209475992.0,209475992.0,-11.0
0.04441117867827416,1.265437364578247,-0.200548991560936,0.04441117807582962,1.265437375852972,-0.200548984181576,12.0,6.0,201.0,1.282,209475996.0,209475996.0,-9.0
0.05723842233419418,1.614850997924805,-0.1984032839536667,0.05723842178351403,1.614851044885216,-0.1984032910635801,14.0,8.0,203.0,1.628,209476001.0,209476001.0,-7.0
0.0780867412686348,2.192230463027954,-0.1919169425964356,0.0780867437432183,2.192230450128335,-0.1919169455303433,14.0,10.0,204.0,2.202,209476005.0,209476005.0,-5.0
0.132028341293335,3.670585632324219,-0.1924916505813599,0.1320283355361143,3.670585714082576,-0.1924916470615474,11.0,12.0,206.0,3.678,209476010.0,209476010.0,-3.0
0.4378672540187836,12.05621337890625,-0.2105807363986969,0.4378672630775622,12.05621350231988,-0.2105807360722629,2.0,14.0,208.0,12.066,209476015.0,209476015.0,-1.0
0.02956160716712475,0.7837744951248169,-0.2101610600948334,0.02956160772081527,0.7837744817646108,-0.2101610646232469,21.0,0.0,216.0,0.812,209476038.0,209476038.0,-15.0
0.03454370424151421,0.9074556827545166,-0.209654375910759,0.03454370497949058,0.9074556585765355,-0.2096543826484822,13.0,2.0,218.0,0.932,209476042.0,209476042.0,-13.0
0.03931185975670815,1.02799391746521,-0.1999678313732147,0.03931185954343083,1.027993893854578,-0.199967827154619,9.0,4.0,219.0,1.048,209476047.0,209476047.0,-11.0
0.04867575690150261,1.261326789855957,-0.1999232470989227,0.04867575848282452,1.261326827636845,-0.1999232463214151,13.0,6.0,221.0,1.278,209476051.0,209476051.0,-9.0
0.0629521980881691,1.61662495136261,-0.1986470371484757,0.0629521971123121,1.616624996234464,-0.1986470297503904,15.0,8.0,223.0,1.63,209476056.0,209476056.0,-7.0
0.08542709052562714,2.183980941772461,-0.1912197023630142,0.08542708685541651,2.183981052875856,-0.191219699588362,14.0,10.0,224.0,2.194,209476061.0,209476061.0,-5.0
0.1450765430927277,3.676089525222778,-0.1928056627511978,0.1450765474137216,3.676089603339825,-0.1928056627990051,10.0,12.0,226.0,3.684,209476065.0,209476065.0,-3.0
0.4815397262573242,12.09457397460938,-0.2112788259983063,0.4815397120168256,12.09457385610424,-0.2112788323297542,2.0,14.0,228.0,12.106,209476070.0,209476070.0,-1.0
0.03197911009192467,0.7759456634521484,-0.2080905139446259,0.03197911101576307,0.7759456650855152,-0.2080905122624267,22.0,0.0,236.0,0.804,209476093.0,209476093.0,-15.0
0.03641630336642265,0.8761765956878662,-0.2024559527635574,0.03641630398675264,0.8761766040902411,-0.2024559489094785,17.0,2.0,238.0,0.9,209476097.0,209476097.0,-13.0
0.04289998859167099,1.027850389480591,-0.1999678313732147,0.04289998838255443,1.027850406965837,-0.199967827154619,13.0,4.0,239.0,1.048,209476102.0,209476102.0,-11.0
0.05282912030816078,1.255228400230408,-0.1989846378564835,0.05282912024597235,1.255228344678643,-0.1989846395311737,16.0,6.0,241.0,1.272,209476107.0,209476107.0,-9.0
0.06859488785266876,1.616395354270935,-0.1986470371484757,0.06859488791697632,1.616395403025821,-0.1986470297503904,13.0,8.0,243.0,1.63,209476111.0,209476111.0,-7.0
0.09262596815824509,2.173716545104981,-0.1903481483459473,0.09262597136690458,2.173716636133661,-0.1903481421608854,11.0,10.0,244.0,2.184,209476116.0,209476116.0,-5.0
0.1575646996498108,3.667579174041748,-0.1923869699239731,0.1575647062415534,3.667579121864995,-0.1923869751490615,10.0,12.0,246.0,3.676,209476121.0,209476121.0,-3.0
0.5194283127784729,11.99292850494385,-0.2095335870981216,0.519428313582634,11.99292816208802,-0.2095335916860258,2.0,14.0,248.0,12.006,209476125.0,209476125.0,-1.0
0.03455206379294395,0.7758353352546692,-0.2080905139446259,0.03455206373550965,0.7758353521192356,-0.2080905122624267,22.0,0.0,255.0,0.804,209476148.0,209476148.0,-15.0
0.03897208347916603,0.8682639002799988,-0.2006563395261765,0.03897208465780938,0.8682639055291397,-0.2006563404747276,18.0,2.0,257.0,0.892,209476153.0,209476153.0,-13.0
0.04710359871387482,1.045353889465332,-0.2034023851156235,0.04710359759849141,1.045353872721256,-0.2034023890713968,13.0,4.0,258.0,1.066,209476157.0,209476157.0,-11.0
0.05770818889141083,1.270833015441895,-0.2014875859022141,0.05770818887712765,1.270833000681402,-0.2014875909718174,15.0,6.0,260.0,1.288,209476162.0,209476162.0,-9.0
0.07331947982311249,1.602277874946594,-0.1969408541917801,0.07331947758249063,1.602277926043399,-0.1969408589427183,14.0,8.0,262.0,1.616,209476167.0,209476167.0,-7.0
0.1008394211530685,2.195290803909302,-0.1922655701637268,0.1008394176958104,2.195290724028967,-0.1922655685013339,14.0,10.0,263.0,2.206,209476171.0,209476171.0,-5.0
0.1698183119297028,3.669031620025635,-0.1924916505813599,0.1698183132928645,3.669031576081337,-0.1924916470615474,12.0,12.0,265.0,3.678,209476176.0,209476176.0,-3.0
0.5591954588890076,11.99113941192627,-0.2095335870981216,0.559195440542578,11.99113973453865,-0.2095335916860258,2.0,14.0,267.0,12.006,209476180.0,209476180.0,-1.0
0.03837226331233978,0.798865556716919,-0.2143021672964096,0.03837226352482771,0.7988655391278664,-0.2143021693448872,30.0,0.0,275.0,0.8280000000000001,209476203.0,209476203.0,-15.0
0.04294441640377045,0.8875871896743774,-0.2051553577184677,0.04294441739655412,0.8875872095952024,-0.2051553615616049,16.0,2.0,277.0,0.912,209476208.0,209476208.0,-13.0
0.05008573457598686,1.031456470489502,-0.2007310688495636,0.05008573638443577,1.031456474749696,-0.2007310631361252,11.0,4.0,278.0,1.052,209476213.0,209476213.0,-11.0
0.0617578849196434,1.262731790542603,-0.2002361118793488,0.06175788552689119,1.26273174574976,-0.2002361152514955,12.0,6.0,280.0,1.28,209476217.0,209476217.0,-9.0
0.07891202718019485,1.602012276649475,-0.1969408541917801,0.07891202460526771,1.602012231679772,-0.1969408589427183,13.0,8.0,282.0,1.616,209476222.0,209476222.0,-7.0
0.1084034293889999,2.192935466766357,-0.1920912563800812,0.1084034283030754,2.192935394787137,-0.1920912570158386,13.0,10.0,283.0,2.204,209476227.0,209476227.0,-5.0
0.1823266744613648,3.662432193756104,-0.1921776384115219,0.1823266695704125,3.662432080405318,-0.1921776313240897,12.0,12.0,285.0,3.672,209476231.0,209476231.0,-3.0
0.03976868838071823,0.7717166543006897,-0.2070552408695221,0.03976868683342718,0.7717166453812988,-0.2070552360820166,33.0,0.0,295.0,0.8,209476259.0,209476259.0,-15.0
0.046446293592453,0.8952164053916931,-0.2069549709558487,0.04644629413231722,0.8952163884531951,-0.2069549699963558,15.0,2.0,297.0,0.92,209476263.0,209476263.0,-13.0
0.05348175764083862,1.027354121208191,-0.1999678313732147,0.05348175740326597,1.027354159833949,-0.199967827154619,11.0,4.0,298.0,1.048,209476268.0,209476268.0,-11.0
0.06657879799604416,1.270399212837219,-0.2014875859022141,0.06657879854226818,1.270399155489739,-0.2014875909718174,14.0,6.0,300.0,1.288,209476273.0,209476273.0,-9.0
0.0849219411611557,1.60965633392334,-0.1979158073663712,0.08492194481344258,1.609656358972481,-0.1979158136899595,12.0,8.0,302.0,1.624,209476277.0,209476277.0,-7.0
0.1161628589034081,2.194533348083496,-0.1922655701637268,0.1161628562844795,2.19453324011934,-0.1922655685013339,13.0,10.0,303.0,2.206,209476282.0,209476282.0,-5.0
0.195216104388237,3.663767814636231,-0.1922823041677475,0.1952161014705242,3.663767758686225,-0.1922823032365756,10.0,12.0,305.0,3.674,209476286.0,209476286.0,-3.0
0.04288686066865921,0.7792888283729553,-0.2091257870197296,0.042886860732823,0.779288856448394,-0.2091257884428368,32.0,0.0,315.0,0.808,209476314.0,209476314.0,-15.0
0.04935537278652191,0.8911572694778442,-0.2060551643371582,0.0493553738688025,0.8911572901155372,-0.2060551657789804,15.0,2.0,317.0,0.916,209476319.0,209476319.0,-13.0
0.0579388290643692,1.042843103408814,-0.203020766377449,0.05793882738828817,1.042843065274297,-0.2030207710806437,9.0,4.0,318.0,1.064,209476323.0,209476323.0,-11.0
0.07035130262374878,1.258325219154358,-0.1996103823184967,0.07035130253581819,1.258325232787296,-0.1996103773913346,15.0,6.0,320.0,1.276,209476328.0,209476328.0,-9.0
0.09020566940307617,1.60340428352356,-0.1971845924854279,0.09020566864541645,1.60340424466256,-0.1971845976295286,16.0,8.0,322.0,1.618,209476333.0,209476333.0,-7.0
